Localidad,CPA
coquelen,R8416XAB
coronel-eugenio-del-busto,L8138XAD
coronel-francisco-sosa,R8503XAI
coronel-juan-jose-gomez,Buscar CPA
coronel-vidal,Q8312XAA
corral-de-los-pinos,R8412XAF
corralito,Q8403XAA
cos-zaures,R8307XAA
costa-del-rio-azul,U8430XAA
costas-del-pichi-leufu,R8412XAF
cuatro-esquinas,Buscar CPA
cubanea,Buscar CPA
cuenca-vidal,R8301XAC
cuesta-del-ternero,Buscar CPA
cura-lauquen,R8417XBG
darwin,Buscar CPA
el-bolson,U8430XAA
el-cacique,R8417XBG
el-cain,R8422XAC
el-camaruro,R8417XBG
el-cheiful,R8418XAF
el-condor-estancia,R8400XAA
el-cuy,Buscar CPA
el-dique,R8500XAC
el-foyel,R8401XAE
el-gaucho-pobre,R8417XBG
el-jardinero,R8417XBG
el-manso,U8430XAA
el-manzano,Buscar CPA
el-moligue,R8418XAF
el-pantanoso,R8412XAF
el-porvenir,R8503XAI
el-salado,R8536XAA
empalme-kilometro-648,R8418XAF
estancia-las-julias,R8363XAA
falckner,R8534XAF
ferri,R8301XAC
fita-ruin,R8418XAF
fitalancao,R8415XAL
fitamiche,R8415XAL
fitatimen,R8415XAL
fortin-uno,R8360XAA
ganzu-lauquen,R8424XAD
general-conesa,R8503XAI
general-enrique-godoy,R8336XAB
general-fernandez-oro,Buscar CPA
general-liborio-bernal,R8500XAC
general-roca,R8332XAB
guardia-mitre,R8505XAD
hua-miche,R8417XBG
huan-luan,R8418XAF
ingeniero-jacobacci,R8418XAF
ingeniero-zimmermann-resta,R8416XAB
ingenio-san-lorenzo,R8503XAI
iris,Buscar CPA
isla-chica,R8363XAA
isla-grande,R8361XAA
jaguel-campo-monte,R8520XAB
jita-rusia,R8417XBG
juan-de-garay,L8138XAD
kili-malal,R8417XBG
kilometro-1218,Q8312XAA
la-adela,L8138XAD
la-alianza,Buscar CPA
la-angostura,R8417XBG
la-bombilla,R8520XAB
la-carolina,R8503XAI
la-chilena,R8417XBG
la-criollita,R8417XBG
la-elvira,R8360XAA
la-emilia,Buscar CPA
la-esmeralda,Buscar CPA
la-esperanza,R8534XAF
la-estancia-vieja,Buscar CPA
la-estrella,R8417XBG
la-excurra,R8417XBG
la-flecha,R8503XAI
la-granja,Buscar CPA
la-julia,R8363XAA
la-loberia,Buscar CPA
la-lucinda,Buscar CPA
la-maria-ines,L8138XAD
la-meseta,R8500XAC
la-mimosa,R8417XBG
la-portena,R8417XBG
la-primavera,R8520XAB
la-quebrada,R8412XAF
la-rinconada,R8424XAD
la-rubia,R8417XBG
la-sara,R8360XAA
la-vencedora,R8417XBG
lago-pellegrini,Q8312XAA
laguna-blanca,R8417XBG
laguna-cortes,R8520XAB
laguna-de-la-prueba,R8520XAB
laguna-del-barro,R8514XAA
laguna-del-monte,R8514XAA
laguna-frias,R8411XAB
laguna-los-juncos,R8400XAA
lagunita,R8424XAD
lamarque,R8363XAA
lanquineo,R8417XBG
las-bayas,R8412XAF
las-maquinas,R8520XAB
las-mellizas,R8417XBG
las-perlas,Buscar CPA
las-piedras,R8134XAD
lenzaniyen,R8424XAD
loma-blanca,R8424XAD
lonco-vaca,R8417XBG
los-costeros,R8417XBG
los-juncos,R8422XAC
los-manantiales,R8422XAC
los-menucos,R8424XAD
los-molinos,R8360XAA
los-pirineos,R8417XBG
los-quebrachos,R8417XBG
los-repollos,U8430XAA
los-sauces,R8307XAA
luis-beltran,R8361XAA
luis-m-zagaglia,R8503XAI
mainque,Buscar CPA
mallin-ahogado,U8430XAA
mamuel-choique,R8415XAL
mancha-blanca,R8520XAB
mancullique,R8422XAC
maquinchao,R8422XAC
maria-cristina,R8360XAA
mata-negra,R8500XAC
medanos-negros,R8134XAD
mencue,R8417XBG
menuco-vaca-muerta,R8412XAF
michi-honoca,Buscar CPA
michihuao,R8417XBG
ministro-ramos-mexia,R8534XAF
mulanillo,R8417XBG
musters,R8536XAA
nahuel-niyeu,R8536XAA
naupa-huen,Q8313XAA
negro-muerto,R8360XAA
neneo-ruca,R8416XAB
niluan,R8422XAC
nirihuao-estacion-fcgr,R8400XAA
norquinco,R8415XAL
nueva-carolina,R8503XAI
nuevo-leon,R8514XAA
ojos-de-agua-embarcadero-fcgb,R8418XAF
padre-alejandro-stefenelli,R8332XAB
paja-alta,R8536XAA
palenque-niyeu,R8417XBG
panquehuao,R8412XAF
paso-chacabuco,R8401XAE
paso-cordova,Buscar CPA
paso-de-los-molles,R8412XAF
paso-del-limay,Q8403XAA
paso-flores,Q8403XAA
paso-lezcano,R8361XAA
paso-miranda,Q8403XAA
paso-piedra,R8360XAA
penas-blancas,R8307XAA
percy-h-scott,R8520XAB
perito-moreno,R8416XAB
perito-moreno-estacion-fcgr,R8400XAA
pichi-leufu,R8412XAF
pichi-leufu-abajo,R8412XAF
pichi-leufu-arriba,R8412XAF
pichi-mahuida,L8138XAD
pilahue,R8417XBG
pilcaniyeu,R8412XAF
pilquiniyeu,R8416XAB
pilquiniyeu-del-limay,R8412XAF
planicie-de-jaguelito,Buscar CPA
playa-bonita,R8400XAA
playas-doradas,R8532XAA
pomona,R8363XAA
portezuelo,R8415XAL
pozo-moro,R8520XAB
pozo-salado,R8514XAA
prahuaniyeu,R8424XAD
primera-angostura,R8505XAD
puerto-blest,R8411XAB
puerto-ojo-de-agua,R8401XAB
puerto-san-antonio-este,R8521XAC
puerto-tigre-isla-victoria,R8400XAA
puesto-faria,R8360XAA
puesto-gavina,R8503XAI
punta-de-agua,R8536XAA
quempu-niyeu,R8332XAB
quetrequile,R8418XAF
quinta-panal,R8416XAB
rayhuao,R8412XAF
repollos,R8415XAL
rincon-de-gastre,R8503XAI
rinconada,R8360XAA
rio-chico,R8415XAL
rio-colorado,L8138XAD
rio-salado,R8134XAD
rio-villegas,R8401XAE
rucu-luan,R8422XAC
saco-viejo,R8514XAA
salitral-negro,R8363XAA
san-antonio-oeste,R8520XAB
san-carlos-de-bariloche,R8400XAA
san-javier,Buscar CPA
san-jorge,Buscar CPA
san-juan,R8503XAI
san-leon,L8138XAD
san-lorenzo,R8503XAI
san-pedro,R8412XAF
san-ramon,R8416XAB
san-simon,R8503XAI
santa-elena,R8417XBG
santa-genoveva,R8363XAA
santa-gregoria,Buscar CPA
santa-nicolasa,Buscar CPA
sargento-vidal,Q8312XAA
segunda-angostura,Buscar CPA
sierra-colorada,R8534XAF
sierra-de-la-ventana,R8521XAC
sierra-grande,R8532XAA
sierra-paileman,R8521XAC
teniente-maza-estacion-fcgr,R8534XAF
tercera-zona,R8336XAB
travesia-castro,R8503XAI
treneta,R8534XAF
tres-ojos-de-aguas,R8416XAB
tricaco,R8332XAB
tromeniyeu,R8422XAC
tte-gral-eustaquio-frias,Buscar CPA
tunquelen,R8401XAB
vaca-lauquen,R8422XAC
valcheta,R8536XAA
valle-azul,R8336XAB
valle-de-los-alamos,R8307XAA
viedma,R8500XAC
villa-alberdi,R8336XAB
villa-llanquin,R8401XAE
villa-mascardi,R8401XAE
villa-regina,R8336XAB
villa-turismo,U8430XAA
yaminue,R8534XAF
yuquinche,R8418XAF
