Localidad,CPA
la-morocha,Buscar CPA
la-nilda,L8200XAH
la-nueva,L6311XAB
la-nueva-provincia,L6305XAA
la-olla,L6333XAN
la-oracion,L6307XAA
la-paloma,L8200XAH
la-pampeana,L6228XAB
la-pampita,L8200XAH
la-pampita-hidalgo,L6305XAA
la-pastoril,L6323XAY
la-paulina,Buscar CPA
la-paz,L6352XAA
la-pencosa,L6321XAA
la-perla,L6352XAA
la-perlita,L6352XAA
la-piedad,L6311XAB
la-pomona,D6214XAA
la-portena,L8206XAL
la-pradera,L6228XAB
la-primavera,L6323XAY
la-primavera-chamaico,D6214XAA
la-primavera-miguel-riglos,Buscar CPA
la-primavera-santa-rosa,L8201XBB
la-primera,L8206XAL
la-puna,L6330XAA
la-punalada,L6323XAY
la-razon,L6321XAA
la-razon-santa-isabel,L6323XAY
la-rebeca,L6330XAA
la-reforma,Buscar CPA
la-reforma-vieja,Buscar CPA
la-reserva-anguil,Buscar CPA
la-reserva-ivanowsky,B6341XAA
la-sarita,L6305XAA
la-segunda,L6352XAA
la-sin-nombre,L8203XAB
la-soledad,L6323XAY
la-sorpresa,L8200XAH
la-suerte,L6354XAA
la-teresita,L6361XAD
la-tinajera,L6321XAA
la-torera,L8214XAI
la-tosca,L8138XAD
la-trinidad,L6354XAA
la-unida,L6330XAA
la-vanguardia,L6303XAA
la-veintitres,L6323XAY
la-verde-anguil,Buscar CPA
la-violeta,L6352XAA
la-voluntad,L6228XAB
la-zota,L6321XAA
labal,Buscar CPA
laguna-quiroga,Buscar CPA
las-acacias,L8200XAH
las-chacras,L6381XAA
las-dos-naciones,L8200XAH
las-felicitas,L6305XAA
las-gaviotas,L6354XAA
las-malvinas,L8201XBB
las-piedritas,Buscar CPA
las-quintas,L6311XAB
las-tres-hermanas,L6331XAM
legasa,Buscar CPA
leona-redonda,L6321XAA
lihue-calel,Buscar CPA
limay-mahuida,Buscar CPA
lindo-ver,L6303XAA
loma-redonda,L6321XAA
lomas-de-gatica,L6321XAA
lomas-ombu,L6321XAA
lonquimay,L6352XAA
loo-co,L6381XAA
los-alamos,L6325XAI
los-algarrobos,L6303XAA
los-dos-hermanos,L6305XAA
los-manantiales,L6321XAA
los-morros,L8138XAD
los-nogales,L8201XBB
los-olivos,L8203XAB
los-pirineos,Buscar CPA
los-quinientos,Buscar CPA
los-tajamares,L6323XAY
los-toros,L6311XAB
los-tres-pozos,L6321XAA
los-turcos,L6323XAY
lote-10,L8200XAH
lote-11,L8200XAH
lote-11-bernasconi,Buscar CPA
lote-11-escuela-107,L6213XAA
lote-13,L8200XAH
lote-13-escuela-173,L6313XAN
lote-14,L8138XAD
lote-15,L6213XAA
lote-15-escuela-18,Buscar CPA
lote-17,L8138XAD
lote-17-escuela-121,L8206XAL
lote-17-escuela-95,L6380XAD
lote-18-escuela-158,L8206XAL
lote-19,L8200XAH
lote-2-escuela-185,L6380XAD
lote-2-la-elina,L6203XAA
lote-20,Buscar CPA
lote-20-la-carlota,L6380XAD
lote-21,L8200XAH
lote-21-colonia-santa-elena,L6313XAN
lote-22-ipina,Buscar CPA
lote-23,L8138XAD
lote-23-escuela-221,L6313XAN
lote-23-escuela-264,L8206XAL
lote-24,L8138XAD
lote-24-seccion-1a,L6383XAC
lote-25-conhelo,L6381XAA
lote-25-escuela-146,L6381XAA
lote-25-escuela-178,Buscar CPA
lote-3,L8200XAH
lote-4,Buscar CPA
lote-5-luan-toro,L6317XAA
lote-6,L8138XAD
lote-6-escuela-171,Buscar CPA
lote-7,L8138XAD
lote-7-escuela-270,L8206XAL
lote-8-escuela-141,L6369XAB
lote-8-escuela-184,L6380XAD
lote-9-escuela-140,Buscar CPA
loventuel,L6317XAA
luan-toro,L6317XAA
luna,Buscar CPA
macachin,L6307XAA
maisonnave,Buscar CPA
malvinas-argentinas,L6228XAB
manantiales,L6321XAA
maraco,L8200XAH
maraco-chico,L8200XAH
mari-mari,L6333XAN
maria,Buscar CPA
mariano-miro,L6228XAB
mauricio-mayer,Buscar CPA
mayaco,L6321XAA
medano-blanco,L8201XBB
medano-colorado,L8200XAH
medanos-negros,L6323XAY
metileo,L6367XAA
miguel-cane,L6331XAM
miguel-riglos,Buscar CPA
minas-de-sal,L8206XAL
minerales-de-la-pampa,Buscar CPA
ministro-orlando,L6367XAA
mocovi,L6360XAA
monte-nievas,L6383XAC
monte-ralo,Buscar CPA
nahuel-napa,L6321XAA
naico,L6325XAI
nanquel-huitre,L6321XAA
narciso-leven,Buscar CPA
nerre-co,L6303XAA
nicolas-vera,L6380XAD
oficial-e-segura,L6303XAA
ojeda,Buscar CPA
ojo-de-agua,L6305XAA
parera,L6213XAA
parque-luro,L6325XAI
paso-de-los-algarrobos,L6323XAY
paso-de-los-puntanos,L6323XAY
paso-la-balsa,R8307XAA
paso-la-razon,L6323XAY
pavon,L6331XAM
peru,Buscar CPA
piche-cona-lauquen,Buscar CPA
pichi-huilco,L6303XAA
pichi-huinca,Buscar CPA
pichi-mahuida,L8214XAI
pichi-merico,L6321XAA
poitague,Buscar CPA
pueblo-alassa,Buscar CPA
pueblo-quintana,L6352XAA
puelches,Buscar CPA
puelen,R8307XAA
quehue,L8203XAB
quemu-quemu,L6333XAN
quetrequen,Buscar CPA
quini-malal,L8200XAH
quintana,L6352XAA
ramon-quintas,L6303XAA
ramon-segundo,L6228XAB
rancul,D6214XAA
relmo,L6331XAM
rolon,L6305XAA
rucahue,L6331XAM
rucanelo,L6381XAA
salinas,L8138XAD
salinas-grandes-hidalgo,L6305XAA
salinas-mari-manuel,Buscar CPA
san-alberto,L6331XAM
san-andres,L6354XAA
san-antonio,L8203XAB
san-aquilino,Buscar CPA
san-basilio,D6214XAA
san-benito,L6331XAM
san-bernardo,Buscar CPA
san-carlos,Buscar CPA
san-diego,Buscar CPA
san-eduardo,L6330XAA
san-emilio,L6321XAA
san-ernesto,L8203XAB
san-felipe,L6305XAA
san-fernando,Buscar CPA
san-francisco,Buscar CPA
san-francisco-de-la-ramada,L6323XAY
san-hilario,Buscar CPA
san-humberto,L6325XAI
san-ignacio,L6360XAA
san-ildefonso,L6365XAD
san-joaquin-metileo,L6367XAA
san-juan-simson,Buscar CPA
san-justo,L6330XAA
san-manuel,L6352XAA
san-marcelo,D6214XAA
san-pedro,L6330XAA
san-pedro-rolon,L6305XAA
san-ramon,L6383XAC
san-roberto,Buscar CPA
san-salvador,Buscar CPA
san-simon,L8200XAH
san-urbano,L6228XAB
santa-ana,Buscar CPA
santa-aurelia,Buscar CPA
santa-catalina,L6365XAD
santa-clara,L8214XAI
santa-elvira,L6333XAN
santa-felicitas,Buscar CPA
santa-gracia,Buscar CPA
santa-ines,L6360XAA
santa-isabel,L6323XAY
santa-maria,L8214XAI
santa-rosa,L8201XBB
santa-stella,L6305XAA
santiago-orellano,L6325XAI
santo-domingo,L8203XAB
santo-tomas,L6307XAA
sarah,L6228XAB
seccion-primera-conhello,L6383XAC
sierras-de-lihuel-calel,L8200XAH
sol-de-mayo,L6333XAN
speluzzi,L6365XAD
ta-huilco,L6303XAA
telen,L6321XAA
toay,L6303XAA
tomas-m-de-anchorena,Buscar CPA
traico,L8206XAL
traico-grande,L8208XAB
trebolares,L6361XAD
trenel,L6369XAB
tres-botones,Buscar CPA
tres-hermanos-macachin,L6307XAA
tres-hermanos-quetrequen,Buscar CPA
tres-lagunas,L6228XAB
tres-naciones,Buscar CPA
tribuluci,Buscar CPA
trili,L6365XAD
trubuluco,Buscar CPA
tte-gral-emilio-mitre,L6381XAA
unanue,L8214XAI
uriburu,L6354XAA
utracan,L8203XAB
valle-daza,L8200XAH
vertiz,L6365XAD
victorica,Buscar CPA
villa-alba,L8206XAL
villa-mencuelle,L8208XAB
villa-mirasol,Buscar CPA
villa-san-jose,Buscar CPA
vista-alegre,L6323XAY
winifreda,L6313XAN
zona-rural-de-mirasol,Buscar CPA
zona-rural-de-vertiz,L6365XAD
zona-rural-dorila,L6365XAD
zona-urbana-norte,L6380XAD
zona-urbana-norte,L6380XAD
