id,City,url,State
39,Aldea San Andres,https://codigo-postal.co/argentina/buenos-aires/aldea-san-andres/,Buenos Aires
40,Aldecon,https://codigo-postal.co/argentina/buenos-aires/aldecon/,Buenos Aires
41,Aldo Bonzi,https://codigo-postal.co/argentina/buenos-aires/aldo-bonzi/,Buenos Aires
42,Alegre,https://codigo-postal.co/argentina/buenos-aires/alegre/,Buenos Aires
43,Alejandro Korn,https://codigo-postal.co/argentina/buenos-aires/alejandro-korn/,Buenos Aires
44,Alejandro Petion,https://codigo-postal.co/argentina/buenos-aires/alejandro-petion/,Buenos Aires
45,Alfa,https://codigo-postal.co/argentina/buenos-aires/alfa/,Buenos Aires
46,Alfalad,https://codigo-postal.co/argentina/buenos-aires/alfalad/,Buenos Aires
47,Alferez San Martin,https://codigo-postal.co/argentina/buenos-aires/alferez-san-martin/,Buenos Aires
48,Alfredo Demarchi,https://codigo-postal.co/argentina/buenos-aires/alfredo-demarchi/,Buenos Aires
49,Algarrobo,https://codigo-postal.co/argentina/buenos-aires/algarrobo/,Buenos Aires
50,Almacen Castro,https://codigo-postal.co/argentina/buenos-aires/almacen-castro/,Buenos Aires
51,Almacen el Cruce,https://codigo-postal.co/argentina/buenos-aires/almacen-el-cruce/,Buenos Aires
52,Almacen el Descanso,https://codigo-postal.co/argentina/buenos-aires/almacen-el-descanso/,Buenos Aires
53,Almacen la Colina,https://codigo-postal.co/argentina/buenos-aires/almacen-la-colina/,Buenos Aires
54,Almacen Piatti,https://codigo-postal.co/argentina/buenos-aires/almacen-piatti/,Buenos Aires
55,Almirante Irizar,https://codigo-postal.co/argentina/buenos-aires/almirante-irizar/,Buenos Aires
56,Almirante Solier,https://codigo-postal.co/argentina/buenos-aires/almirante-solier/,Buenos Aires
57,Alsina,https://codigo-postal.co/argentina/buenos-aires/alsina/,Buenos Aires
58,Alta Vista,https://codigo-postal.co/argentina/buenos-aires/alta-vista/,Buenos Aires
59,Altamira,https://codigo-postal.co/argentina/buenos-aires/altamira/,Buenos Aires
60,Altamirano,https://codigo-postal.co/argentina/buenos-aires/altamirano/,Buenos Aires
61,Alto los Cardales,https://codigo-postal.co/argentina/buenos-aires/alto-los-cardales/,Buenos Aires
62,Alto Verde,https://codigo-postal.co/argentina/buenos-aires/alto-verde/,Buenos Aires
63,Altona,https://codigo-postal.co/argentina/buenos-aires/altona/,Buenos Aires
64,Alvarez de Toledo,https://codigo-postal.co/argentina/buenos-aires/alvarez-de-toledo/,Buenos Aires
65,Alvarez Jonte,https://codigo-postal.co/argentina/buenos-aires/alvarez-jonte/,Buenos Aires
66,Alvaro Barros,https://codigo-postal.co/argentina/buenos-aires/alvaro-barros/,Buenos Aires
67,Alzaga,https://codigo-postal.co/argentina/buenos-aires/alzaga/,Buenos Aires
68,Amalia,https://codigo-postal.co/argentina/buenos-aires/amalia/,Buenos Aires
69,Ambrosio P Lezica,https://codigo-postal.co/argentina/buenos-aires/ambrosio-p-lezica/,Buenos Aires
70,America,https://codigo-postal.co/argentina/buenos-aires/america/,Buenos Aires
71,America Unida,https://codigo-postal.co/argentina/buenos-aires/america-unida/,Buenos Aires
72,Anasagasti,https://codigo-postal.co/argentina/buenos-aires/anasagasti/,Buenos Aires
73,Ancon,https://codigo-postal.co/argentina/buenos-aires/ancon/,Buenos Aires
74,Andant,https://codigo-postal.co/argentina/buenos-aires/andant/,Buenos Aires
75,Anderson,https://codigo-postal.co/argentina/buenos-aires/anderson/,Buenos Aires
76,Andres Vaccarezza,https://codigo-postal.co/argentina/buenos-aires/andres-vaccarezza/,Buenos Aires
77,Aneque Grande,https://codigo-postal.co/argentina/buenos-aires/aneque-grande/,Buenos Aires
78,Antonio Carboni,https://codigo-postal.co/argentina/buenos-aires/antonio-carboni/,Buenos Aires
79,Antonio de los Heros,https://codigo-postal.co/argentina/buenos-aires/antonio-de-los-heros/,Buenos Aires
80,Aparicio,https://codigo-postal.co/argentina/buenos-aires/aparicio/,Buenos Aires
81,Arana,https://codigo-postal.co/argentina/buenos-aires/arana/,Buenos Aires
82,Arano,https://codigo-postal.co/argentina/buenos-aires/arano/,Buenos Aires
83,Araujo,https://codigo-postal.co/argentina/buenos-aires/araujo/,Buenos Aires
84,Arboleda,https://codigo-postal.co/argentina/buenos-aires/arboleda/,Buenos Aires
85,Arbuco,https://codigo-postal.co/argentina/buenos-aires/arbuco/,Buenos Aires
86,Arenaza,https://codigo-postal.co/argentina/buenos-aires/arenaza/,Buenos Aires
87,Arevalo,https://codigo-postal.co/argentina/buenos-aires/arevalo/,Buenos Aires
88,Argerich,https://codigo-postal.co/argentina/buenos-aires/argerich/,Buenos Aires
89,Ariel,https://codigo-postal.co/argentina/buenos-aires/ariel/,Buenos Aires
90,Arquedas,https://codigo-postal.co/argentina/buenos-aires/arquedas/,Buenos Aires
91,Arrecifes,https://codigo-postal.co/argentina/buenos-aires/arrecifes/,Buenos Aires
92,Arribeños,https://codigo-postal.co/argentina/buenos-aires/arribenos/,Buenos Aires
93,Arroyo Aguas Blancas,https://codigo-postal.co/argentina/buenos-aires/arroyo-aguas-blancas/,Buenos Aires
94,Arroyo Aguila Negra,https://codigo-postal.co/argentina/buenos-aires/arroyo-aguila-negra/,Buenos Aires
95,Arroyo Aleli,https://codigo-postal.co/argentina/buenos-aires/arroyo-aleli/,Buenos Aires
96,Arroyo Botija Falsa,https://codigo-postal.co/argentina/buenos-aires/arroyo-botija-falsa/,Buenos Aires
97,Arroyo Burgos,https://codigo-postal.co/argentina/buenos-aires/arroyo-burgos/,Buenos Aires
98,Arroyo Canelon,https://codigo-postal.co/argentina/buenos-aires/arroyo-canelon/,Buenos Aires
99,Arroyo Carabelitas,https://codigo-postal.co/argentina/buenos-aires/arroyo-carabelitas/,Buenos Aires
100,Arroyo Chico,https://codigo-postal.co/argentina/buenos-aires/arroyo-chico/,Buenos Aires
101,Arroyo Corto,https://codigo-postal.co/argentina/buenos-aires/arroyo-corto/,Buenos Aires
102,Arroyo de la Cruz,https://codigo-postal.co/argentina/buenos-aires/arroyo-de-la-cruz/,Buenos Aires
103,Arroyo de Luna,https://codigo-postal.co/argentina/buenos-aires/arroyo-de-luna/,Buenos Aires
104,Arroyo del Pescado,https://codigo-postal.co/argentina/buenos-aires/arroyo-del-pescado/,Buenos Aires
105,Arroyo Dulce,https://codigo-postal.co/argentina/buenos-aires/arroyo-dulce/,Buenos Aires
106,Arroyo el Ahogado,https://codigo-postal.co/argentina/buenos-aires/arroyo-el-ahogado/,Buenos Aires
107,Arroyo el Chingolo,https://codigo-postal.co/argentina/buenos-aires/arroyo-el-chingolo/,Buenos Aires
108,Arroyo Grande,https://codigo-postal.co/argentina/buenos-aires/arroyo-grande/,Buenos Aires
109,Arroyo la Maza,https://codigo-postal.co/argentina/buenos-aires/arroyo-la-maza/,Buenos Aires
110,Arroyo las Cruces,https://codigo-postal.co/argentina/buenos-aires/arroyo-las-cruces/,Buenos Aires
111,Arroyo las Rosas,https://codigo-postal.co/argentina/buenos-aires/arroyo-las-rosas/,Buenos Aires
112,Arroyo los Huesos,https://codigo-postal.co/argentina/buenos-aires/arroyo-los-huesos/,Buenos Aires
113,Arroyo los Tigres,https://codigo-postal.co/argentina/buenos-aires/arroyo-los-tigres/,Buenos Aires
114,Arroyo Ñacurutu,https://codigo-postal.co/argentina/buenos-aires/arroyo-nacurutu/,Buenos Aires
115,Arroyo Ñacurutu Chico,https://codigo-postal.co/argentina/buenos-aires/arroyo-nacurutu-chico/,Buenos Aires
116,Arroyo Negro,https://codigo-postal.co/argentina/buenos-aires/arroyo-negro/,Buenos Aires
117,Arroyo Pareja,https://codigo-postal.co/argentina/buenos-aires/arroyo-pareja/,Buenos Aires
118,Arroyo Pesqueria,https://codigo-postal.co/argentina/buenos-aires/arroyo-pesqueria/,Buenos Aires
119,Arroyo Tajiber,https://codigo-postal.co/argentina/buenos-aires/arroyo-tajiber/,Buenos Aires
120,Arroyo Venado,https://codigo-postal.co/argentina/buenos-aires/arroyo-venado/,Buenos Aires
121,Arroyo Zanjon,https://codigo-postal.co/argentina/buenos-aires/arroyo-zanjon/,Buenos Aires
122,Arturo Segui,https://codigo-postal.co/argentina/buenos-aires/arturo-segui/,Buenos Aires
123,Arturo Vatteone,https://codigo-postal.co/argentina/buenos-aires/arturo-vatteone/,Buenos Aires
124,Asamblea,https://codigo-postal.co/argentina/buenos-aires/asamblea/,Buenos Aires
125,Ascencion,https://codigo-postal.co/argentina/buenos-aires/ascencion/,Buenos Aires
126,Asturias,https://codigo-postal.co/argentina/buenos-aires/asturias/,Buenos Aires
127,Atahualpa,https://codigo-postal.co/argentina/buenos-aires/atahualpa/,Buenos Aires
128,Atalaya,https://codigo-postal.co/argentina/buenos-aires/atalaya/,Buenos Aires
129,Atucha,https://codigo-postal.co/argentina/buenos-aires/atucha/,Buenos Aires
130,Avellaneda,https://codigo-postal.co/argentina/buenos-aires/avellaneda/,Buenos Aires
131,Avestruz,https://codigo-postal.co/argentina/buenos-aires/avestruz/,Buenos Aires
132,Ayacucho,https://codigo-postal.co/argentina/buenos-aires/ayacucho/,Buenos Aires
133,Azcuenaga,https://codigo-postal.co/argentina/buenos-aires/azcuenaga/,Buenos Aires
134,Azopardo,https://codigo-postal.co/argentina/buenos-aires/azopardo/,Buenos Aires
135,Azul,https://codigo-postal.co/argentina/buenos-aires/azul/,Buenos Aires
136,B los Aromos San Patricio,https://codigo-postal.co/argentina/buenos-aires/b-los-aromos-san-patricio/,Buenos Aires
137,B Nuestra Señora de la Paz,https://codigo-postal.co/argentina/buenos-aires/b-nuestra-senora-de-la-paz/,Buenos Aires
138,B Sarmiento Don Rolando,https://codigo-postal.co/argentina/buenos-aires/b-sarmiento-don-rolando/,Buenos Aires
139,B Sta Catalina Hornero la Loma,https://codigo-postal.co/argentina/buenos-aires/b-sta-catalina-hornero-la-loma/,Buenos Aires
140,Bacacay,https://codigo-postal.co/argentina/buenos-aires/bacacay/,Buenos Aires
141,Badano,https://codigo-postal.co/argentina/buenos-aires/badano/,Buenos Aires
142,Bahia Blanca,https://codigo-postal.co/argentina/buenos-aires/bahia-blanca/,Buenos Aires
143,Bahia San Blas,https://codigo-postal.co/argentina/buenos-aires/bahia-san-blas/,Buenos Aires
144,Baigorrita,https://codigo-postal.co/argentina/buenos-aires/baigorrita/,Buenos Aires
145,Bajo Hondo,https://codigo-postal.co/argentina/buenos-aires/bajo-hondo/,Buenos Aires
146,Balcarce,https://codigo-postal.co/argentina/buenos-aires/balcarce/,Buenos Aires
147,Balneario Atlantida,https://codigo-postal.co/argentina/buenos-aires/balneario-atlantida/,Buenos Aires
148,Balneario Camet Norte,https://codigo-postal.co/argentina/buenos-aires/balneario-camet-norte/,Buenos Aires
149,Balneario Chapalco,https://codigo-postal.co/argentina/buenos-aires/balneario-chapalco/,Buenos Aires
150,Balneario Claromeco,https://codigo-postal.co/argentina/buenos-aires/balneario-claromeco/,Buenos Aires
151,Balneario Frente Mar,https://codigo-postal.co/argentina/buenos-aires/balneario-frente-mar/,Buenos Aires
152,Balneario la Baliza,https://codigo-postal.co/argentina/buenos-aires/balneario-la-baliza/,Buenos Aires
153,Balneario la Caleta,https://codigo-postal.co/argentina/buenos-aires/balneario-la-caleta/,Buenos Aires
154,Balneario los Angeles,https://codigo-postal.co/argentina/buenos-aires/balneario-los-angeles/,Buenos Aires
155,Balneario Mar Chiquita,https://codigo-postal.co/argentina/buenos-aires/balneario-mar-chiquita/,Buenos Aires
156,Balneario Mar de Cobo,https://codigo-postal.co/argentina/buenos-aires/balneario-mar-de-cobo/,Buenos Aires
157,Balneario Oceano,https://codigo-postal.co/argentina/buenos-aires/balneario-oceano/,Buenos Aires
158,Balneario Orense,https://codigo-postal.co/argentina/buenos-aires/balneario-orense/,Buenos Aires
159,Balneario Oriente,https://codigo-postal.co/argentina/buenos-aires/balneario-oriente/,Buenos Aires
160,Balneario Parada,https://codigo-postal.co/argentina/buenos-aires/balneario-parada/,Buenos Aires
161,Balneario Playa Dorada,https://codigo-postal.co/argentina/buenos-aires/balneario-playa-dorada/,Buenos Aires
162,Balneario San Antonio,https://codigo-postal.co/argentina/buenos-aires/balneario-san-antonio/,Buenos Aires
163,Balneario Santa Elena,https://codigo-postal.co/argentina/buenos-aires/balneario-santa-elena/,Buenos Aires
164,Balneario Sauce Grande,https://codigo-postal.co/argentina/buenos-aires/balneario-sauce-grande/,Buenos Aires
165,Balsa,https://codigo-postal.co/argentina/buenos-aires/balsa/,Buenos Aires
166,Banderalo,https://codigo-postal.co/argentina/buenos-aires/banderalo/,Buenos Aires
167,Banfield,https://codigo-postal.co/argentina/buenos-aires/banfield/,Buenos Aires
168,Baradero,https://codigo-postal.co/argentina/buenos-aires/baradero/,Buenos Aires
169,Barker,https://codigo-postal.co/argentina/buenos-aires/barker/,Buenos Aires
170,Barrientos,https://codigo-postal.co/argentina/buenos-aires/barrientos/,Buenos Aires
171,Barrio 1 de Mayo,https://codigo-postal.co/argentina/buenos-aires/barrio-1-de-mayo/,Buenos Aires
172,Barrio Batan,https://codigo-postal.co/argentina/buenos-aires/barrio-batan/,Buenos Aires
173,Barrio Carosio,https://codigo-postal.co/argentina/buenos-aires/barrio-carosio/,Buenos Aires
174,Barrio Chapadmalal,https://codigo-postal.co/argentina/buenos-aires/barrio-chapadmalal/,Buenos Aires
175,Barrio el Cazador,https://codigo-postal.co/argentina/buenos-aires/barrio-el-cazador/,Buenos Aires
176,Barrio el Porteño,https://codigo-postal.co/argentina/buenos-aires/barrio-el-porteno/,Buenos Aires
177,Barrio Emir Ramon Juarez,https://codigo-postal.co/argentina/buenos-aires/barrio-emir-ramon-juarez/,Buenos Aires
178,Barrio Garin Norte,https://codigo-postal.co/argentina/buenos-aires/barrio-garin-norte/,Buenos Aires
179,Barrio Gastronomico,https://codigo-postal.co/argentina/buenos-aires/barrio-gastronomico/,Buenos Aires
180,Barrio General San Martin,https://codigo-postal.co/argentina/buenos-aires/barrio-general-san-martin/,Buenos Aires
181,Barrio Indio Trompa,https://codigo-postal.co/argentina/buenos-aires/barrio-indio-trompa/,Buenos Aires
182,Barrio Julio de Vedia,https://codigo-postal.co/argentina/buenos-aires/barrio-julio-de-vedia/,Buenos Aires
183,Barrio la Dolly,https://codigo-postal.co/argentina/buenos-aires/barrio-la-dolly/,Buenos Aires
184,Barrio la Luisa,https://codigo-postal.co/argentina/buenos-aires/barrio-la-luisa/,Buenos Aires
185,Barrio las Mandarinas,https://codigo-postal.co/argentina/buenos-aires/barrio-las-mandarinas/,Buenos Aires
186,Barrio Obrero,https://codigo-postal.co/argentina/buenos-aires/barrio-obrero/,Buenos Aires
187,Barrio Oeste,https://codigo-postal.co/argentina/buenos-aires/barrio-oeste/,Buenos Aires
188,Barrio Parque Bristol,https://codigo-postal.co/argentina/buenos-aires/barrio-parque-bristol/,Buenos Aires
189,Barrio Parque Lambare,https://codigo-postal.co/argentina/buenos-aires/barrio-parque-lambare/,Buenos Aires
190,Barrio Parque Leloir,https://codigo-postal.co/argentina/buenos-aires/barrio-parque-leloir/,Buenos Aires
191,Barrio Pedro Rocco,https://codigo-postal.co/argentina/buenos-aires/barrio-pedro-rocco/,Buenos Aires
192,Barrio Pueblo Nuevo,https://codigo-postal.co/argentina/buenos-aires/barrio-pueblo-nuevo/,Buenos Aires
193,Barrio San Alejo,https://codigo-postal.co/argentina/buenos-aires/barrio-san-alejo/,Buenos Aires
194,Barrio San Jacinto,https://codigo-postal.co/argentina/buenos-aires/barrio-san-jacinto/,Buenos Aires
195,Barrio San Pablo,https://codigo-postal.co/argentina/buenos-aires/barrio-san-pablo/,Buenos Aires
196,Barrio Santa Magdalena,https://codigo-postal.co/argentina/buenos-aires/barrio-santa-magdalena/,Buenos Aires
197,Barrio Tierra de Oro,https://codigo-postal.co/argentina/buenos-aires/barrio-tierra-de-oro/,Buenos Aires
198,Barrio Tiro Federal,https://codigo-postal.co/argentina/buenos-aires/barrio-tiro-federal/,Buenos Aires
199,Barrio Trocha,https://codigo-postal.co/argentina/buenos-aires/barrio-trocha/,Buenos Aires
200,Barrio Villa Ortega,https://codigo-postal.co/argentina/buenos-aires/barrio-villa-ortega/,Buenos Aires
201,Barrio Villa Saladillo,https://codigo-postal.co/argentina/buenos-aires/barrio-villa-saladillo/,Buenos Aires
202,Base Aeronaval Cmte Espora,https://codigo-postal.co/argentina/buenos-aires/base-aeronaval-cmte-espora/,Buenos Aires
203,Base Aeronaval Punta Indio,https://codigo-postal.co/argentina/buenos-aires/base-aeronaval-punta-indio/,Buenos Aires
204,Base Naval Azopardo,https://codigo-postal.co/argentina/buenos-aires/base-naval-azopardo/,Buenos Aires
205,Base Naval Rio Santiago,https://codigo-postal.co/argentina/buenos-aires/base-naval-rio-santiago/,Buenos Aires
206,Baterias,https://codigo-postal.co/argentina/buenos-aires/baterias/,Buenos Aires
207,Bathurst Estacion,https://codigo-postal.co/argentina/buenos-aires/bathurst-estacion/,Buenos Aires
208,Baudrix,https://codigo-postal.co/argentina/buenos-aires/baudrix/,Buenos Aires
209,Bayauca,https://codigo-postal.co/argentina/buenos-aires/bayauca/,Buenos Aires
210,Beccar,https://codigo-postal.co/argentina/buenos-aires/beccar/,Buenos Aires
211,Belen de Escobar,https://codigo-postal.co/argentina/buenos-aires/belen-de-escobar/,Buenos Aires
212,Bella Vista,https://codigo-postal.co/argentina/buenos-aires/bella-vista/,Buenos Aires
213,Bellocq,https://codigo-postal.co/argentina/buenos-aires/bellocq/,Buenos Aires
214,Benavidez,https://codigo-postal.co/argentina/buenos-aires/benavidez/,Buenos Aires
215,Benitez,https://codigo-postal.co/argentina/buenos-aires/benitez/,Buenos Aires
216,Benito Juarez,https://codigo-postal.co/argentina/buenos-aires/benito-juarez/,Buenos Aires
217,Berazategui,https://codigo-postal.co/argentina/buenos-aires/berazategui/,Buenos Aires
218,Berdier,https://codigo-postal.co/argentina/buenos-aires/berdier/,Buenos Aires
219,Berisso,https://codigo-postal.co/argentina/buenos-aires/berisso/,Buenos Aires
220,Bermudez,https://codigo-postal.co/argentina/buenos-aires/bermudez/,Buenos Aires
221,Bernal Este,https://codigo-postal.co/argentina/buenos-aires/bernal-este/,Buenos Aires
222,Bernal Oeste,https://codigo-postal.co/argentina/buenos-aires/bernal-oeste/,Buenos Aires
223,Bernardo Vera y Pintado,https://codigo-postal.co/argentina/buenos-aires/bernardo-vera-y-pintado/,Buenos Aires
224,Berraondo,https://codigo-postal.co/argentina/buenos-aires/berraondo/,Buenos Aires
225,Beruti,https://codigo-postal.co/argentina/buenos-aires/beruti/,Buenos Aires
226,Blanca Grande,https://codigo-postal.co/argentina/buenos-aires/blanca-grande/,Buenos Aires
227,Blandengues,https://codigo-postal.co/argentina/buenos-aires/blandengues/,Buenos Aires
228,Blaquier,https://codigo-postal.co/argentina/buenos-aires/blaquier/,Buenos Aires
229,Blas Durañona,https://codigo-postal.co/argentina/buenos-aires/blas-duranona/,Buenos Aires
230,Blondeau,https://codigo-postal.co/argentina/buenos-aires/blondeau/,Buenos Aires
231,Bme Bavio Gral Mansilla,https://codigo-postal.co/argentina/buenos-aires/bme-bavio-gral-mansilla/,Buenos Aires
232,Bocayuba,https://codigo-postal.co/argentina/buenos-aires/bocayuba/,Buenos Aires
233,Bolivar,https://codigo-postal.co/argentina/buenos-aires/bolivar/,Buenos Aires
234,Bonifacio,https://codigo-postal.co/argentina/buenos-aires/bonifacio/,Buenos Aires
235,Bonnement,https://codigo-postal.co/argentina/buenos-aires/bonnement/,Buenos Aires
236,Bordenave,https://codigo-postal.co/argentina/buenos-aires/bordenave/,Buenos Aires
237,Bosch,https://codigo-postal.co/argentina/buenos-aires/bosch/,Buenos Aires
238,Bosques,https://codigo-postal.co/argentina/buenos-aires/bosques/,Buenos Aires
239,Boulogne,https://codigo-postal.co/argentina/buenos-aires/boulogne/,Buenos Aires
240,Bragado,https://codigo-postal.co/argentina/buenos-aires/bragado/,Buenos Aires
241,Brandsen,https://codigo-postal.co/argentina/buenos-aires/brandsen/,Buenos Aires
242,Bravo del Dos,https://codigo-postal.co/argentina/buenos-aires/bravo-del-dos/,Buenos Aires
243,Buchanan,https://codigo-postal.co/argentina/buenos-aires/buchanan/,Buenos Aires
244,Burzaco,https://codigo-postal.co/argentina/buenos-aires/burzaco/,Buenos Aires
245,Cabeza de Buey,https://codigo-postal.co/argentina/buenos-aires/cabeza-de-buey/,Buenos Aires
246,Cabildo,https://codigo-postal.co/argentina/buenos-aires/cabildo/,Buenos Aires
247,Cabo San Fermin,https://codigo-postal.co/argentina/buenos-aires/cabo-san-fermin/,Buenos Aires
248,Cachari,https://codigo-postal.co/argentina/buenos-aires/cachari/,Buenos Aires
249,Cadret,https://codigo-postal.co/argentina/buenos-aires/cadret/,Buenos Aires
250,Cailomuta,https://codigo-postal.co/argentina/buenos-aires/cailomuta/,Buenos Aires
251,Calderon,https://codigo-postal.co/argentina/buenos-aires/calderon/,Buenos Aires
252,Calera Avellaneda,https://codigo-postal.co/argentina/buenos-aires/calera-avellaneda/,Buenos Aires
253,Calfucura,https://codigo-postal.co/argentina/buenos-aires/calfucura/,Buenos Aires
254,Calvo,https://codigo-postal.co/argentina/buenos-aires/calvo/,Buenos Aires
255,Camaron Chico,https://codigo-postal.co/argentina/buenos-aires/camaron-chico/,Buenos Aires
256,Cambaceres,https://codigo-postal.co/argentina/buenos-aires/cambaceres/,Buenos Aires
257,Camet,https://codigo-postal.co/argentina/buenos-aires/camet/,Buenos Aires
258,Caminera Azul,https://codigo-postal.co/argentina/buenos-aires/caminera-azul/,Buenos Aires
259,Caminera Juarez,https://codigo-postal.co/argentina/buenos-aires/caminera-juarez/,Buenos Aires
260,Caminera Lujan,https://codigo-postal.co/argentina/buenos-aires/caminera-lujan/,Buenos Aires
261,Caminera Napaleofu,https://codigo-postal.co/argentina/buenos-aires/caminera-napaleofu/,Buenos Aires
262,Caminera Samborombon,https://codigo-postal.co/argentina/buenos-aires/caminera-samborombon/,Buenos Aires
263,Camino Centenario Km 11500,https://codigo-postal.co/argentina/buenos-aires/camino-centenario-km-11500/,Buenos Aires
264,Campamento,https://codigo-postal.co/argentina/buenos-aires/campamento/,Buenos Aires
265,Campana,https://codigo-postal.co/argentina/buenos-aires/campana/,Buenos Aires
266,Campo Aristimuño,https://codigo-postal.co/argentina/buenos-aires/campo-aristimuno/,Buenos Aires
267,Campo Buena Vista,https://codigo-postal.co/argentina/buenos-aires/campo-buena-vista/,Buenos Aires
268,Campo Coliqueo,https://codigo-postal.co/argentina/buenos-aires/campo-coliqueo/,Buenos Aires
269,Campo Crisol,https://codigo-postal.co/argentina/buenos-aires/campo-crisol/,Buenos Aires
270,Campo de Mayo,https://codigo-postal.co/argentina/buenos-aires/campo-de-mayo/,Buenos Aires
271,Campo del Norte Americano,https://codigo-postal.co/argentina/buenos-aires/campo-del-norte-americano/,Buenos Aires
272,Campo Funke,https://codigo-postal.co/argentina/buenos-aires/campo-funke/,Buenos Aires
273,Campo la Elisa,https://codigo-postal.co/argentina/buenos-aires/campo-la-elisa/,Buenos Aires
274,Campo la Lima,https://codigo-postal.co/argentina/buenos-aires/campo-la-lima/,Buenos Aires
275,Campo la Nena,https://codigo-postal.co/argentina/buenos-aires/campo-la-nena/,Buenos Aires
276,Campo la Plata,https://codigo-postal.co/argentina/buenos-aires/campo-la-plata/,Buenos Aires
277,Campo la Tribu,https://codigo-postal.co/argentina/buenos-aires/campo-la-tribu/,Buenos Aires
278,Campo la Zulema,https://codigo-postal.co/argentina/buenos-aires/campo-la-zulema/,Buenos Aires
279,Campo Leite,https://codigo-postal.co/argentina/buenos-aires/campo-leite/,Buenos Aires
280,Campo Lope Seco,https://codigo-postal.co/argentina/buenos-aires/campo-lope-seco/,Buenos Aires
281,Campo los Aromos,https://codigo-postal.co/argentina/buenos-aires/campo-los-aromos/,Buenos Aires
282,Campo Maipu,https://codigo-postal.co/argentina/buenos-aires/campo-maipu/,Buenos Aires
283,Campo Pelaez,https://codigo-postal.co/argentina/buenos-aires/campo-pelaez/,Buenos Aires
